region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type,spl,spr
Europe & Central Asia,ECA,Albania,ALB,2018,national,SILC-C,national,2018,income,4,2016 - 2018,1.9,0.045662428594,0.013241005555,0.00596486018,0.018313420848,9.025892548776,7.619805128215,0.233051287027,0.359887519014,0.319245032793,0.021487139378,0.038549062235,0.05140691956,0.063940379432,0.077296016715,0.091350137046,0.106725255751,0.126787114504,0.162439287084,0.260018688294,1.13500661151,54.652584075928,2866376,4431.55559506989,3461.66437422341,FALSE,micro,survey,4.809902564107,0.262395593203
Europe & Central Asia,ECA,Albania,ALB,2019,national,HBS,national,2019,consumption,3,2018 - 2020,1.9,0,0,0,0,11.388615494268,9.617513373656,0.147458801983,0.301157683046,0.26233387494,0.035337648135,0.049755713564,0.060139034167,0.069449345615,0.079357222979,0.090391239471,0.103818639116,0.123165676256,0.15223933838,0.236346142316,1.151022574731,54.652584075928,2854191,4543.38771048312,3591.29257724492,FALSE,micro,survey,5.808756686828,0.161787864956
Europe & Central Asia,ECA,Albania,ALB,2020,national,HBS,national,2020,consumption,3,2018 - 2020,1.9,2.12773636e-4,2.414559e-5,2.740046e-6,2.5628967e-5,11.556223994531,9.992872383565,0.142736285972,0.294196298171,0.256354313245,0.034134174584,0.050295079093,0.060906266476,0.071085082482,0.081071822458,0.092195577653,0.105649716864,0.12442307624,0.152643200913,0.227596003235,1.169679379777,54.652584075928,2837849,4418.66087378292,3489.23343398783,FALSE,micro,survey,5.996436191782,0.163883084304
Other High Income Countries,OHI,United Arab Emirates,ARE,2013,national,HIES,national,2013.42,income,0,2013 - 2018,1.9,0,0,0,0,76.299310645288,68.604255158921,0.195333586008,0.325104208912,0.323293051292,0.023497326713,0.038642840653,0.053066228259,0.067383153279,0.082186395889,0.098176619986,0.116355090938,0.138427579794,0.167911609883,0.214353154606,1.027735577358,2.396653175354,8787170.680000007,38034.9683968782,15943.3343606467,FALSE,group,survey,35.302127579461,0.202416282917
Other High Income Countries,OHI,United Arab Emirates,ARE,2018,national,HIES,national,2018,income,0,2013 - 2018,1.9,0,0,0,0,82.960223879126,75.952271144956,0.111426853739,0.259662790879,0.239706537766,0.039759358081,0.052412546614,0.0632955568,0.074222421115,0.085614308921,0.097838729056,0.111422285867,0.127383255237,0.148486056915,0.199565481394,1.157641136162,2.396653175354,9140169,43644.1470438183,16365.3201710549,FALSE,group,survey,38.976135572478,0.1016421875
Latin America & Caribbean,LAC,Argentina,ARG,1980,urban,EPH,urban,1980,income,0,1980 - 1991,1.9,0.00479876709,0.002215662585,0.002054461125,9.04391033e-4,22.943246512355,17.543811149746,0.291847210816,0.40830860456,0.372898642355,0.020098563613,0.032864354762,0.044929876961,0.056978585112,0.069689033432,0.083945640446,0.101224626839,0.124679981537,0.163835630087,0.301753707213,0.265634303359,3.161163568497,23228918,10270.9561180014,,FALSE,group,survey,9.771905574873,0.230766748047
Latin America & Caribbean,LAC,Argentina,ARG,1986,urban,EPH,urban,1986,income,0,1980 - 1991,1.9,0.012244478969,0.011219338218,0.011092340862,2.54872153e-4,24.847163584845,17.922938837467,0.327599303729,0.428088869935,0.38463653613,0.017675406615,0.033586144103,0.043526123546,0.055186302946,0.066660243115,0.079798046325,0.097386907402,0.120875147705,0.163224850686,0.322080827557,0.068085338255,3.161163568497,26272907,9397.88360849477,,FALSE,micro,survey,9.961469418734,0.218513315026
Latin America & Caribbean,LAC,Argentina,ARG,1987,urban,EPH,urban,1987,income,0,1980 - 1991,1.9,0.014303746516,0.009701376183,0.008588053968,0.002331692917,22.712021928206,15.797886635848,0.367233182813,0.45276366077,0.410319972117,0.015614526789,0.03014507986,0.041189122116,0.051935680914,0.063426430982,0.077236065767,0.095135308802,0.119485011883,0.163313876438,0.342518896448,0.157505007901,3.161163568497,26797140,9507.33981264281,,FALSE,micro,survey,8.898943317924,0.23240886787
Latin America & Caribbean,LAC,Argentina,ARG,1991,urban,EPH,urban,1991,income,0,1980 - 1991,1.9,0.012815983745,0.007402446226,0.005888028237,0.003984703699,16.116835528571,10.679038562035,0.380857598892,0.467617391059,0.405790134572,0.017441498751,0.030524456276,0.040591253355,0.050023312961,0.060585515899,0.072383537943,0.088909053444,0.114074817106,0.15937350162,0.36609305264500003,1591.612174936857,3.161163568497,28910601,8762.66138351332,,FALSE,micro,survey,6.339519281018,0.235522710423
Latin America & Caribbean,LAC,Argentina,ARG,1992,urban,EPH,urban,1992,income,1,1992 - 1997,1.9,0.024619779234,0.013074340091,0.010556801476,0.007086118139,16.253492738346,11.168589606658,0.366476184756,0.454680929808,0.427538369431,0.016000994546,0.030004012747,0.040696539493,0.051240209542,0.062113622685,0.076519338227,0.094188620055,0.120620900888,0.165744545276,0.342871216541,0.18779205367,3.161163568497,29386348,9327.8594509636,,FALSE,micro,survey,6.584294803329,0.251439360158
Latin America & Caribbean,LAC,Argentina,ARG,1993,urban,EPH,urban,1993,income,1,1992 - 1997,1.9,0.028181994722,0.014294455542,0.010844877828,0.00832609103,16.287674958189,11.41491984819,0.363405307807,0.448562858517,0.421862677314,0.014835972781,0.029669297114,0.040968342236,0.052173284781,0.064214670956,0.0789791296,0.096706842498,0.123405900997,0.167032667033,0.332013892003,0.20445201155,3.161163568497,29859584,9957.25652230492,6139.43515672298,FALSE,micro,survey,6.707459924095,0.244934145143
Latin America & Caribbean,LAC,Argentina,ARG,1994,urban,EPH,urban,1994,income,1,1992 - 1997,1.9,0.026745614801,0.015784789908,0.013357564225,0.005799061393,16.09094655164,11.03778898801,0.376298044729,0.459168035925,0.427196324122,0.014955481665,0.028819744605,0.039553344781,0.050683118021,0.06316428731,0.077160348139,0.095016095666,0.121034299773,0.16514749854,0.344465781499,0.212002920755,3.161163568497,30336257,10397.3792874496,6424.87141027683,FALSE,micro,survey,6.518894494005,0.258609492264
Latin America & Caribbean,LAC,Argentina,ARG,1995,urban,EPH,urban,1995,income,1,1992 - 1997,1.9,0.049248766612,0.026359801506,0.020197685815,0.015688191042,15.285133589623,10.203255210115,0.435432509938,0.489044032503,0.447641230393,0.011322042772,0.026299829781,0.036858724971,0.047344879799,0.059117889415,0.073571799539,0.090748399294,0.116846452569,0.168133517656,0.369756464206,0.216601568982,3.161163568497,30809888,9969.33157579723,6063.19657045336,FALSE,micro,survey,6.101627605058,0.279258941176
Latin America & Caribbean,LAC,Argentina,ARG,1996,urban,EPH,urban,1996,income,1,1992 - 1997,1.9,0.053021686729,0.031498452478,0.025759117073,0.020646731908,14.973600555753,9.788808750547,0.453473012615,0.495244293802,0.471106630698,0.010343960912,0.024805829132,0.035558238655,0.046417728387,0.058342611875,0.073027524781,0.091931145811,0.119874007435,0.170893136966,0.368805816047,0.217044897875,3.161163568497,31272164,10388.5387104408,6318.62332761053,FALSE,micro,survey,5.894404375274,0.285638796823
Latin America & Caribbean,LAC,Argentina,ARG,1997,urban,EPH,urban,1997,income,1,1992 - 1997,1.9,0.048207569401,0.026134282437,0.020376193983,0.016451961508,15.689876667853,10.481951041649,0.444408380638,0.491104752192,0.473808896095,0.010825259232,0.024650818872,0.035191834808,0.046846662331,0.059383125969,0.07307978247,0.092744309711,0.12075407866,0.172781676865,0.363742451082,0.218284032074,3.161163568497,31720057,11097.3820634618,6803.80069334549,FALSE,micro,survey,6.240975520824,0.288640482785
Latin America & Caribbean,LAC,Argentina,ARG,1998,urban,EPH,urban,1998,income,2,1998 - 2002,1.9,0.055758538826,0.026109627804,0.018627117344,0.020442196931,15.235610217154,9.589727682981,0.473317243814,0.50733643779,0.495062075115,0.010650679164,0.023429423888,0.033649854438,0.044350646757,0.056355691006,0.070649238201,0.090547317731,0.11958708723,0.170264837714,0.38051522387,0.220698586763,3.161163568497,32160222,11391.9451576314,6959.16995825289,FALSE,micro,survey,5.79486384149,0.291089411467
Latin America & Caribbean,LAC,Argentina,ARG,1999,urban,EPH,urban,1999,income,2,1998 - 2002,1.9,0.055293849735,0.028646963763,0.021546159804,0.022161992632,14.522638212459,9.52383425615,0.456908290752,0.497920413721,0.485471141335,0.010706888209,0.024184376442,0.034641022759,0.045220469729,0.057956046961,0.072911632427,0.091867598073,0.120911265105,0.171116023817,0.370484676478,0.216219458283,3.161163568497,32603604,10880.2062074837,6741.99420777259,FALSE,micro,survey,5.761917128075,0.296367089611
Latin America & Caribbean,LAC,Argentina,ARG,2000,urban,EPH,urban,2000,income,2,1998 - 2002,1.9,0.067917168821,0.033502596786,0.024122404756,0.031063211152,14.20487848722,9.058017422815,0.488111604581,0.510639576759,0.509470493506,0.009485223426,0.022374402992,0.032494039085,0.043272478472,0.055986881439,0.071752468041,0.091073554927,0.122062252329,0.174494139649,0.37700455964,0.214708811651,3.161163568497,33045629,10672.7220353121,6622.04746890035,FALSE,micro,survey,5.529008711408,0.316407897866
Latin America & Caribbean,LAC,Argentina,ARG,2001,urban,EPH,urban,2001,income,2,1998 - 2002,1.9,0.106795734768,0.055295160869,0.040590495852,0.048985498877,13.080539495845,8.083802039029,0.54267759577,0.533431060062,0.53923282993,0.006526376173,0.019296527201,0.030172266588,0.040743382214,0.053451520431,0.069161625984,0.089989610216,0.120643873529,0.175240686452,0.39477413121,0.212280297655,3.161163568497,33480950,10090.6534434286,6173.61957818371,FALSE,micro,survey,5.041901019515,0.333232361514
Latin America & Caribbean,LAC,Argentina,ARG,2002,urban,EPH,urban,2002,income,2,1998 - 2002,1.9,0.169410034205,0.068332232239,0.039682889637,0.08402619657,9.188452907946,5.545341370835,0.538433458499,0.537937583378,0.53525983603,0.008732535292,0.018852682947,0.028994097463,0.040442681536,0.053262761441,0.06846564427,0.086864925815,0.116593715824,0.172728282198,0.405062673213,0.293981956901,3.161163568497,33910889,8895.31964210751,5230.98707466048,FALSE,micro,survey,3.772670685418,0.349057129391
Latin America & Caribbean,LAC,Argentina,ARG,2003,urban,EPHC-S2,urban,2003,income,3,2003 - 2022,1.9,0.079467634095,0.029272071653,0.016206105593,0.038203743823,12.991657918556,8.176679672776,0.487811311746,0.510028877983,0.513537542627,0.010619751008,0.022176947836,0.032109376272,0.043597573249,0.055679973565,0.071188934164,0.092419790098,0.122522807447,0.172168440165,0.377516406196,0.305544724311,3.161163568497,34330154,9581.96979219468,5600.19117402276,FALSE,micro,survey,5.088339836388,0.312433311603
Latin America & Caribbean,LAC,Argentina,ARG,2004,urban,EPHC-S2,urban,2004,income,3,2003 - 2022,1.9,0.058409700329,0.020063425482,0.010585928311,0.025031216928,14.004329293825,9.478530000807,0.436971366732,0.484883154628,0.477847038072,0.011944115696,0.023810666942,0.034646900091,0.046356786382,0.059978953101,0.075664786188,0.095642969579,0.125464944101,0.173449320762,0.353040557158,0.32253899851,3.161163568497,34747780,10341.6434058805,6070.24060137833,FALSE,micro,survey,5.739265000404,0.305959994315
Latin America & Caribbean,LAC,Argentina,ARG,2005,urban,EPHC-S2,urban,2005,income,3,2003 - 2022,1.9,0.042660355594,0.014367711604,0.00757843311,0.016659024722,15.404419421293,10.515887846965,0.42203920238,0.478143046788,0.465010360656,0.012516525907,0.024913726492,0.035700152482,0.047581945929,0.060861743486,0.076400542662,0.096375450412,0.124497254387,0.171475039896,0.349677618348,0.357270421224,3.161163568497,35175563,11141.3106718375,6451.96264700318,FALSE,micro,survey,6.257943923482,0.291913673668
Latin America & Caribbean,LAC,Argentina,ARG,2006,urban,EPHC-S2,urban,2006,income,3,2003 - 2022,1.9,0.033019968155,0.011988265756,0.006597000344,0.015325262006,17.077477691755,12.013882118832,0.402492206931,0.464468687373,0.448932764173,0.012850259562,0.026186601058,0.037456924856,0.04941593511,0.062907428427,0.078961465691,0.099308452007,0.125655619384,0.169253729887,0.338003584018,0.39424482132,3.161163568497,35608120,11913.9585322637,7085.16602872579,FALSE,micro,survey,7.006941059416,0.281049519665
Latin America & Caribbean,LAC,Argentina,ARG,2007,urban,EPHC-S2,urban,2007,income,3,2003 - 2022,1.9,0.026638604251,0.009882007658,0.005753910029,0.010669606833,17.615262654293,12.423258882138,0.393993565637,0.4628617385,0.446214387077,0.013894520228,0.026677340006,0.037135154699,0.049265169311,0.062937148336,0.078845189869000007,0.09909962263,0.125187168476,0.169541463515,0.337417222931,0.482678927233,3.161163568497,36034446,12857.0925770961,7669.27329593239,FALSE,micro,survey,7.211629441069,0.284528302478
Latin America & Caribbean,LAC,Argentina,ARG,2008,urban,EPHC-S2,urban,2008,income,3,2003 - 2022,1.9,0.025512668178,0.009217527289,0.005263827491,0.01043077113,18.029525996871,12.990746165593,0.374054317119,0.449894619259,0.432233400154,0.014007213375,0.027734317426,0.039395049821,0.051448495784,0.064618556026,0.080356506897,0.099966210616,0.127446651749,0.170260240275,0.324766758031,0.605765113963,3.161163568497,36459843,13246.6348917152,8143.67376678509,FALSE,micro,survey,7.495373082796,0.269861805918
Latin America & Caribbean,LAC,Argentina,ARG,2009,urban,EPHC-S2,urban,2009,income,3,2003 - 2022,1.9,0.023536233174,0.008285829514,0.004574819497,0.008762256615,18.659657549362,13.885325660649,0.354496094893,0.437614428377,0.416451172023,0.014430560358,0.028519958424,0.040702252622,0.053147730326,0.066964171947,0.082598694847,0.101650522782,0.128134257028,0.170667826886,0.313184024781,0.6903821525,3.161163568497,36897033,12336.8619385237,7626.36003840856,FALSE,micro,survey,7.942662830324,0.26585159458
Latin America & Caribbean,LAC,Argentina,ARG,2010,urban,EPHC-S2,urban,2010,income,3,2003 - 2022,1.9,0.014999479888,0.004684193535,0.002669705507,0.004590267052,19.230627292665,14.272331075324,0.344887994951,0.436782973318,0.409208824222,0.015839741874,0.029583615293,0.040848060939,0.052973603629,0.066443203225,0.082134657227,0.100481353897,0.125246408533,0.168825498598,0.317623856786,0.860074521179,3.161163568497,37055902,13551.3391940229,8457.96700369092,FALSE,micro,survey,8.136165537662,0.263203799382
Latin America & Caribbean,LAC,Argentina,ARG,2011,urban,EPHC-S2,urban,2011,income,3,2003 - 2022,1.9,0.011697010931,0.004299599404,0.002546665745,0.004310247888,20.455239721797,15.215953867922,0.328112092466,0.427393909794,0.405165401838,0.017029760939,0.030632606535,0.041961800815,0.054130030094,0.067214660009,0.082878623305,0.101080646896,0.126374497888,0.168576881443,0.310120492076,1.046492053561,3.161163568497,37543830,14200.2698890608,9144.32049404601,FALSE,micro,survey,8.607976933961,0.251876398338
Latin America & Caribbean,LAC,Argentina,ARG,2012,urban,EPHC-S2,urban,2012,income,3,2003 - 2022,1.9,0.011538438093,0.004146424848,0.002574466734,0.004754813925,20.271932413248,15.437211204025,0.310796820374,0.414385802735,0.395440983138,0.017327725709,0.032210814597,0.043596815768,0.055572985317,0.068817939406,0.084850189808,0.1035349395,0.128174557815,0.168317104105,0.297596927976,1.311684230543,3.161163568497,38027774,13895.6337072986,9141.32692467183,FALSE,micro,survey,8.718605602012,0.242662256837
Latin America & Caribbean,LAC,Argentina,ARG,2013,urban,EPHC-S2,urban,2013,income,3,2003 - 2022,1.9,0.010544617986,0.004069626268,0.002612383616,0.003715463149,20.288328249439,15.603608444061,0.304789994405,0.410883150912,0.390507878711,0.017695911687,0.032232693187,0.043735306267,0.056046611943,0.069766483261,0.085579152404,0.104120075907,0.128481343109,0.167678058057,0.294664364178,1.661813173993,3.161163568497,38509756,14071.5086831557,9368.5477700906,FALSE,micro,survey,8.801804222031,0.246415846787
Latin America & Caribbean,LAC,Argentina,ARG,2014,urban,EPHC-S2,urban,2014,income,3,2003 - 2022,1.9,0.009880365555,0.00378872078,0.00245998253,0.003466284127,18.922324276704,14.205120770977,0.311567776994,0.418242819141,0.402793916282,0.018155058185,0.031998405139,0.042970465219,0.05419929568,0.067962694363,0.083483180121,0.102681892846,0.12831431708,0.169433863861,0.300800827507,2.332343485852,3.161163568497,38990109,13567.9484159809,8862.27025201094,FALSE,micro,survey,8.102560385489,0.248689635083
Latin America & Caribbean,LAC,Argentina,ARG,2016,urban,EPHC-S2,urban,2016,income,3,2003 - 2022,1.9,0.012206709339,0.004326132451,0.002625435958,0.004419436469,19.634392514062,14.753199964493,0.321812335242,0.423466162613,0.398315318365,0.017388123483,0.031275155154,0.042633697406,0.054477234734,0.067730955108,0.0830447332,0.101186078207,0.127057497136,0.168156185356,0.307050340217,4.134574462908,3.161163568497,39940546,13360.2118345982,8922.06360269184,FALSE,micro,survey,8.376599982246,0.250312712442
Latin America & Caribbean,LAC,Argentina,ARG,2017,urban,EPHC-S2,urban,2017,income,3,2003 - 2022,1.9,0.010754911686,0.003575650073,0.002216573182,0.003092620229,20.556443902098,15.541098746828,0.308438924722,0.414363984622,0.392098683182,0.017537831806,0.032544864468,0.043974474476,0.055709109098,0.068964394038,0.084120064538,0.10252030749,0.127278953857,0.167796215165,0.299553785064,5.08596404673,3.161163568497,40410674,13595.0373551081,9197.19895562786,FALSE,micro,survey,8.770549373414,0.238691482049
Latin America & Caribbean,LAC,Argentina,ARG,2018,urban,EPHC-S2,urban,2018,income,3,2003 - 2022,1.9,0.015960012004,0.005793410217,0.003227213574,0.006851785399,18.52654118775,14.089744854548,0.315377768047,0.417203857558,0.392384090802,0.017147012459,0.031777319131,0.043698478864,0.055543534102,0.068632568537,0.084416494759,0.102367075597,0.127591940372,0.167339672269,0.30148590391,7.19926408818,3.161163568497,40877099,13105.397163317,8899.789527597,FALSE,micro,survey,8.044872427274,0.247633983686
Latin America & Caribbean,LAC,Argentina,ARG,2019,urban,EPHC-S2,urban,2019,income,3,2003 - 2022,1.9,0.016148415357,0.005948273076,0.0034666853130000002,0.006765507562,18.041853898609,13.367366646431,0.339691410539,0.433158751574,0.410733899189,0.016187063052,0.029993905327,0.041479198413,0.053138059122,0.066545929269,0.082246371017,0.100870037619,0.126963412724,0.169090350845,0.313485672612,11.020505427379,3.161163568497,41339571,12716.2242038544,8271.92477105359,FALSE,micro,survey,7.683683323216,0.25902559774
Latin America & Caribbean,LAC,Argentina,ARG,2020,urban,EPHC-S2,urban,2020,income,3,2003 - 2022,1.9,0.020977011253,0.006372535869,0.003479126739,0.005898262494,15.738667692525,11.740478658774,0.3269112646,0.427466708024,0.416146218661,0.017060980695,0.030272076053,0.041540288305,0.052901601118,0.066885099922,0.082772378027,0.103168716609,0.128350143846,0.170739237125,0.3063094783,15.206465323229,3.161163568497,41796990,11346.6521128461,7194.98371026465,FALSE,micro,survey,6.870239329387,0.270290200754
Latin America & Caribbean,LAC,Argentina,ARG,2021,urban,EPHC-S2,urban,2021,income,3,2003 - 2022,1.9,0.013370102351,0.005744678364,0.00352882289,0.007661720945,17.100664267975,12.644337741025,0.322652565208,0.424468066243,0.395626220497,0.017939139293,0.032289665002,0.043185229684,0.054528362558,0.066745701052,0.082043037059,0.10044845736000001,0.12492304619,0.165407458216,0.312489903587,23.058156648532,3.161163568497,42248949,12444.3182669731,7865.00251137543,FALSE,micro,survey,7.322168870512,0.250180232315
Latin America & Caribbean,LAC,Argentina,ARG,2022,urban,EPHC-S2,urban,2022,income,3,2003 - 2022,1.9,0.011804630132,0.003800134821,0.00213893133,0.004184468743,16.151015277373,12.216366665097,0.289939024325,0.407377427956,0.3824300165,0.020068389009,0.0343089641,0.045120873486,0.056074443266,0.068461270151,0.083277631805,0.101140713131,0.125835256389,0.167511970625,0.298200488037,42.671862669278,3.161163568497,42696478,12940.7384352157,8545.85863410871,FALSE,micro,survey,7.108183332548,0.240526785176
